brand,category_code,event_type,count
spiegelau,apparel.shoes,view,22
spinbike,apparel.shoes.espadrilles,cart,18
spinbike,apparel.shoes.espadrilles,purchase,5
spinbike,apparel.shoes.espadrilles,view,1125
splashlings,kids.toys,view,2
splat,apparel.shoes,cart,40
splat,apparel.shoes,purchase,5
splat,apparel.shoes,view,128
sportelite,construction.tools.screw,view,2
sportop,apparel.shoes.espadrilles,cart,21
sportop,apparel.shoes.espadrilles,purchase,3
sportop,apparel.shoes.espadrilles,view,577
sportop,construction.tools.screw,view,17
sportop,sport.trainer,cart,64
sportop,sport.trainer,purchase,26
sportop,sport.trainer,view,2276
spotter,construction.tools.drill,cart,3
spotter,construction.tools.drill,purchase,2
spotter,construction.tools.drill,view,277
spotter,kids.toys,cart,2
spotter,kids.toys,view,178
springfree,appliances.environment.vacuum,view,318
sprint,apparel.shoes,view,11
sprite,sport.tennis,cart,83
sprite,sport.tennis,purchase,3
sprite,sport.tennis,view,293
spur,apparel.shoes,cart,1
spur,apparel.shoes,view,4218
spur,apparel.shoes.ballet_shoes,view,1
spur,apparel.shoes.keds,cart,38
spur,apparel.shoes.keds,purchase,16
spur,apparel.shoes.keds,view,4526
spur,apparel.shoes.moccasins,view,1
spur,apparel.shoes.sandals,cart,1
spur,apparel.shoes.sandals,view,760
spur,apparel.shoes.slipons,view,1
spur,appliances.environment.climate,view,2011
spur,appliances.kitchen.refrigerators,view,2575
spur,computers.desktop,view,807
spur,computers.peripherals.mouse,cart,10
spur,computers.peripherals.mouse,purchase,2
spur,computers.peripherals.mouse,view,1934
spur,construction.tools.drill,view,749
spur,construction.tools.light,view,1412
spur,furniture.bedroom.bed,view,884
spur,furniture.kitchen.table,view,755
spyder,apparel.glove,view,5
squier,apparel.underwear,cart,12
squier,apparel.underwear,purchase,2
squier,apparel.underwear,view,1599
squier,electronics.audio.acoustic,cart,1
squier,electronics.audio.acoustic,view,48
squier,electronics.audio.microphone,view,25
srtk,computers.ebooks,view,29
stabila,apparel.costume,view,101
stabila,apparel.shoes.slipons,cart,34
stabila,apparel.shoes.slipons,purchase,11
stabila,apparel.shoes.slipons,view,640
stabila,auto.accessories.compressor,view,155
stabilo,apparel.tshirt,cart,29
stabilo,apparel.tshirt,purchase,9
stabilo,apparel.tshirt,view,742
staedtler,apparel.tshirt,cart,10
staedtler,apparel.tshirt,purchase,3
staedtler,apparel.tshirt,view,389
staedtler,appliances.ironing_board,cart,4
staedtler,appliances.ironing_board,purchase,2
staedtler,appliances.ironing_board,view,96
staedtler,sport.ski,cart,1
staedtler,sport.ski,view,24
stagg,apparel.shirt,view,2
stagg,apparel.shoes,cart,18
stagg,apparel.shoes,purchase,9
stagg,apparel.shoes,view,1098
stagg,apparel.sock,view,3
stagg,apparel.trousers,cart,258
stagg,apparel.trousers,purchase,90
stagg,apparel.trousers,view,4153
stagg,apparel.underwear,cart,75
stagg,apparel.underwear,purchase,20
stagg,apparel.underwear,view,3475
stagg,appliances.kitchen.toster,cart,11
stagg,appliances.kitchen.toster,purchase,4
stagg,appliances.kitchen.toster,view,896
stagg,auto.accessories.radar,cart,165
stagg,auto.accessories.radar,purchase,37
stagg,auto.accessories.radar,view,4321
stagg,computers.components.cooler,cart,93
stagg,computers.components.cooler,purchase,27
stagg,computers.components.cooler,view,1841
stagg,electronics.audio.acoustic,cart,1736
stagg,electronics.audio.acoustic,purchase,572
stagg,electronics.audio.acoustic,view,34091
stagg,kids.swing,cart,21
stagg,kids.swing,purchase,6
stagg,kids.swing,view,1187
stagg,sport.snowboard,cart,7
stagg,sport.snowboard,purchase,1
stagg,sport.snowboard,view,1552
stagg,stationery.cartrige,cart,83
stagg,stationery.cartrige,purchase,29
stagg,stationery.cartrige,view,1800
stahlberg,accessories.bag,view,3
stahlberg,appliances.kitchen.kettle,view,8
stalemal,apparel.shoes.keds,view,3
stalker,apparel.costume,cart,68
stalker,apparel.costume,purchase,15
stalker,apparel.costume,view,2950
stalker,computers.desktop,cart,59
stalker,computers.desktop,purchase,12
stalker,computers.desktop,view,965
stalker,construction.tools.generator,cart,4
stalker,construction.tools.generator,purchase,1
stalker,construction.tools.generator,view,31
stalker,construction.tools.saw,cart,9
stalker,construction.tools.saw,purchase,2
stalker,construction.tools.saw,view,260
stanley,accessories.bag,cart,16
stanley,accessories.bag,purchase,5
stanley,accessories.bag,view,712
stanley,apparel.costume,cart,51
stanley,apparel.costume,purchase,15
stanley,apparel.costume,view,5088
stanley,apparel.jeans,cart,16
stanley,apparel.jeans,purchase,6
stanley,apparel.jeans,view,703
stanley,apparel.jumper,cart,19
stanley,apparel.jumper,purchase,4
stanley,apparel.jumper,view,1181
stanley,apparel.shirt,cart,2
stanley,apparel.shirt,purchase,1
stanley,apparel.shirt,view,312
stanley,apparel.shoes,cart,17
stanley,apparel.shoes,purchase,4
stanley,apparel.shoes,view,639
stanley,apparel.shoes.moccasins,cart,9
stanley,apparel.shoes.moccasins,purchase,2
stanley,apparel.shoes.moccasins,view,792
stanley,apparel.shoes.slipons,cart,44
stanley,apparel.shoes.slipons,purchase,13
stanley,apparel.shoes.slipons,view,1728
stanley,apparel.tshirt,view,161
stanley,apparel.underwear,cart,26
stanley,apparel.underwear,purchase,5
stanley,apparel.underwear,view,1410
stanley,appliances.environment.vacuum,cart,1
stanley,appliances.environment.vacuum,view,81
stanley,appliances.kitchen.hood,cart,13
stanley,appliances.kitchen.hood,purchase,5
stanley,appliances.kitchen.hood,view,1128
stanley,appliances.kitchen.kettle,cart,2
stanley,appliances.kitchen.kettle,view,260
stanley,auto.accessories.compressor,cart,35
stanley,auto.accessories.compressor,purchase,11
stanley,auto.accessories.compressor,view,969
stanley,construction.tools.axe,cart,18
stanley,construction.tools.axe,purchase,7
stanley,construction.tools.axe,view,718
stanley,construction.tools.light,cart,1
stanley,construction.tools.light,view,327
stanley,construction.tools.saw,cart,25
stanley,construction.tools.saw,purchase,11
stanley,construction.tools.saw,view,1485
stanley,construction.tools.screw,cart,7
stanley,construction.tools.screw,purchase,1
stanley,construction.tools.screw,view,410
stanley,construction.tools.welding,cart,1
stanley,construction.tools.welding,purchase,1
stanley,construction.tools.welding,view,147
stanley,electronics.audio.acoustic,cart,1
stanley,electronics.audio.acoustic,view,192
stanley,electronics.audio.microphone,cart,1
stanley,electronics.audio.microphone,purchase,1
stanley,electronics.audio.microphone,view,288
stanley,electronics.clocks,cart,7
stanley,electronics.clocks,purchase,4
stanley,electronics.clocks,view,211
stanley,furniture.kitchen.chair,cart,2
stanley,furniture.kitchen.chair,purchase,1
stanley,furniture.kitchen.chair,view,57
stanley,sport.ski,cart,6
stanley,sport.ski,purchase,4
stanley,sport.ski,view,421
stanley,sport.tennis,view,358
stanley,sport.trainer,cart,200
stanley,sport.trainer,purchase,75
stanley,sport.trainer,view,10030
stanton,electronics.audio.headphone,view,3
stark,sport.bicycle,cart,9
stark,sport.bicycle,purchase,3
stark,sport.bicycle,view,275
starline,apparel.shoes,cart,906
starline,apparel.shoes,purchase,276
starline,apparel.shoes,view,30221
starline,auto.accessories.alarm,cart,1
starline,auto.accessories.alarm,view,79
starmann,stationery.cartrige,view,6
starmix,apparel.shoes.moccasins,cart,3
starmix,apparel.shoes.moccasins,purchase,1
starmix,apparel.shoes.moccasins,view,131
starmix,appliances.environment.vacuum,view,3
starmom,electronics.tablet,cart,1
starmom,electronics.tablet,view,12
starter,furniture.bedroom.bed,cart,5
starter,furniture.bedroom.bed,purchase,1
starter,furniture.bedroom.bed,view,326
startradingab,electronics.clocks,view,2
startul,apparel.costume,cart,3
startul,apparel.costume,purchase,1
startul,apparel.costume,view,173
startul,apparel.shirt,view,2
starway,apparel.costume,cart,11
starway,apparel.costume,view,396
starway,auto.accessories.compressor,view,4
starway,sport.snowboard,view,7
status,apparel.underwear,view,9
staub,apparel.shoes.keds,view,3
staub,apparel.tshirt,view,2
staub,construction.tools.generator,cart,16
staub,construction.tools.generator,purchase,6
staub,construction.tools.generator,view,576
staub,sport.trainer,view,24
stayer,accessories.bag,cart,21
stayer,accessories.bag,purchase,2
stayer,accessories.bag,view,705
stayer,apparel.costume,cart,4
stayer,apparel.costume,purchase,2
stayer,apparel.costume,view,63
stayer,apparel.jumper,cart,50
stayer,apparel.jumper,purchase,6
stayer,apparel.jumper,view,1233
stayer,apparel.shoes.slipons,cart,2
stayer,apparel.shoes.slipons,view,73
stayer,apparel.underwear,cart,20
stayer,apparel.underwear,purchase,5
stayer,apparel.underwear,view,482
stayer,auto.accessories.compressor,cart,5
stayer,auto.accessories.compressor,purchase,2
stayer,auto.accessories.compressor,view,132
stayer,construction.tools.axe,cart,53
stayer,construction.tools.axe,purchase,10
stayer,construction.tools.axe,view,911
stayer,construction.tools.saw,cart,14
stayer,construction.tools.saw,purchase,5
stayer,construction.tools.saw,view,671
stayer,construction.tools.screw,cart,21
stayer,construction.tools.screw,purchase,8
stayer,construction.tools.screw,view,449
stayer,kids.skates,cart,21
stayer,kids.skates,purchase,5
stayer,kids.skates,view,1178
stayer,sport.trainer,cart,26
stayer,sport.trainer,purchase,7
stayer,sport.trainer,view,1318
steelflex,apparel.jumper,cart,12
steelflex,apparel.jumper,purchase,4
steelflex,apparel.jumper,view,4194
steelflex,sport.trainer,view,6
steelpower,apparel.underwear,view,1
steelseries,apparel.scarf,cart,37
steelseries,apparel.scarf,purchase,12
steelseries,apparel.scarf,view,3308
steelseries,appliances.kitchen.juicer,view,19
steelseries,computers.peripherals.keyboard,view,4
steelseries,computers.peripherals.mouse,view,142
steelseries,electronics.audio.headphone,cart,38
steelseries,electronics.audio.headphone,purchase,10
steelseries,electronics.audio.headphone,view,638
steelseries,furniture.kitchen.table,cart,311
steelseries,furniture.kitchen.table,purchase,94
steelseries,furniture.kitchen.table,view,8613
steelseries,furniture.living_room.cabinet,cart,184
steelseries,furniture.living_room.cabinet,purchase,59
steelseries,furniture.living_room.cabinet,view,5331
steelseries,sport.bicycle,cart,142
steelseries,sport.bicycle,purchase,36
steelseries,sport.bicycle,view,3784
steinberg,appliances.personal.scales,cart,7
steinberg,appliances.personal.scales,purchase,2
steinberg,appliances.personal.scales,view,194
stellox,stationery.cartrige,view,5
stels,accessories.bag,cart,14
stels,accessories.bag,purchase,9
stels,accessories.bag,view,2056
stels,apparel.shirt,view,23
stels,appliances.kitchen.toster,cart,952
stels,appliances.kitchen.toster,purchase,319
stels,appliances.kitchen.toster,view,34346
stels,sport.bicycle,cart,51
stels,sport.bicycle,purchase,7
stels,sport.bicycle,view,795
stels,sport.trainer,cart,12
stels,sport.trainer,purchase,6
stels,sport.trainer,view,716
stelz,apparel.shirt,view,36
stenders,accessories.bag,cart,7
stenders,accessories.bag,purchase,2
stenders,accessories.bag,view,484
stenders,apparel.shoes.slipons,cart,1
stenders,apparel.shoes.slipons,purchase,1
stenders,apparel.shoes.slipons,view,64
stenders,appliances.personal.massager,cart,1
stenders,appliances.personal.massager,purchase,1
stenders,appliances.personal.massager,view,32
stenders,auto.accessories.winch,view,55
stenders,construction.tools.saw,view,137
stenders,furniture.living_room.sofa,cart,7
stenders,furniture.living_room.sofa,purchase,3
stenders,furniture.living_room.sofa,view,189
stendmebel,construction.tools.saw,view,1
stendmebel,furniture.bedroom.bed,view,8
stendmebel,furniture.kitchen.table,view,5
stendmebel,furniture.living_room.cabinet,view,2
step,apparel.underwear,view,1
stermay,sport.diving,cart,44
stermay,sport.diving,purchase,16
stermay,sport.diving,view,722
stern,appliances.environment.air_heater,view,72
stern,appliances.kitchen.mixer,view,6
stern,appliances.kitchen.toster,cart,2
stern,appliances.kitchen.toster,view,84
sterntaler,apparel.shirt,view,57
sterntaler,electronics.audio.acoustic,view,74
sterntaler,furniture.living_room.shelving,view,24
sterntaler,sport.ski,cart,1
sterntaler,sport.ski,view,64
sterntaler,sport.trainer,cart,1
sterntaler,sport.trainer,purchase,1
sterntaler,sport.trainer,view,40
sti,accessories.bag,cart,2
sti,accessories.bag,view,299
stiga,apparel.shoes,view,116
stiga,apparel.shoes.espadrilles,view,62
stiga,apparel.shoes.keds,cart,34
stiga,apparel.shoes.keds,purchase,10
stiga,apparel.shoes.keds,view,945
stiga,apparel.trousers,view,96
stiga,appliances.kitchen.mixer,cart,163
stiga,appliances.kitchen.mixer,purchase,39
stiga,appliances.kitchen.mixer,view,5551
stiga,furniture.kitchen.chair,cart,55
stiga,furniture.kitchen.chair,purchase,15
stiga,furniture.kitchen.chair,view,1305
stiga,furniture.kitchen.table,view,4
stiga,furniture.living_room.sofa,cart,5
stiga,furniture.living_room.sofa,view,420
stiga,kids.skates,view,8
stiga,sport.snowboard,cart,38
stiga,sport.snowboard,purchase,9
stiga,sport.snowboard,view,798
stihl,apparel.shirt,cart,9
stihl,apparel.shirt,purchase,2
stihl,apparel.shirt,view,568
stihl,apparel.shoes.sandals,cart,5
stihl,apparel.shoes.sandals,purchase,2
stihl,apparel.shoes.sandals,view,241
stihl,apparel.tshirt,view,68
stihl,appliances.environment.air_conditioner,cart,65
stihl,appliances.environment.air_conditioner,purchase,11
stihl,appliances.environment.air_conditioner,view,2619
stihl,appliances.environment.vacuum,cart,13
stihl,appliances.environment.vacuum,purchase,2
stihl,appliances.environment.vacuum,view,1588
stihl,computers.ebooks,cart,55
stihl,computers.ebooks,purchase,12
stihl,computers.ebooks,view,1507
stihl,construction.tools.saw,cart,816
stihl,construction.tools.saw,purchase,174
stihl,construction.tools.saw,view,19701
stihl,sport.tennis,view,10
stihl,sport.trainer,cart,136
stihl,sport.trainer,purchase,36
stihl,sport.trainer,view,5555
stikbot,apparel.shoes,view,41
stikbot,kids.toys,cart,9
stikbot,kids.toys,purchase,4
stikbot,kids.toys,view,330
stila,apparel.shoes,view,19
stinger,apparel.shoes.ballet_shoes,cart,5
stinger,apparel.shoes.ballet_shoes,view,98
stinger,appliances.kitchen.toster,cart,236
stinger,appliances.kitchen.toster,purchase,72
stinger,appliances.kitchen.toster,view,7808
stinger,sport.bicycle,view,2
stinol,appliances.kitchen.refrigerators,cart,37
stinol,appliances.kitchen.refrigerators,purchase,13
stinol,appliances.kitchen.refrigerators,view,1880
stl,computers.desktop,cart,3
stl,computers.desktop,view,259
stl,furniture.kitchen.table,view,176
stockli,sport.ski,view,54
stokke,accessories.bag,view,30
stokke,apparel.costume,cart,3
stokke,apparel.shirt,cart,3
stokke,apparel.shirt,purchase,1
stokke,apparel.shirt,view,401
stokke,apparel.shoes,cart,3
stokke,apparel.shoes,view,322
stokke,apparel.shoes.keds,cart,21
stokke,apparel.shoes.keds,purchase,3
stokke,apparel.shoes.keds,view,982
stokke,appliances.kitchen.grill,view,2
stokke,appliances.kitchen.juicer,view,32
stokke,computers.desktop,view,4
stokke,electronics.telephone,view,7
stokke,furniture.bedroom.bed,cart,1
stokke,furniture.bedroom.bed,view,422
stokke,furniture.kitchen.chair,cart,1
stokke,furniture.kitchen.chair,view,28
stokke,furniture.living_room.cabinet,view,25
stokke,furniture.living_room.chair,view,1
stokke,kids.carriage,view,3
stokke,kids.skates,cart,8
stokke,kids.skates,purchase,2
stokke,kids.skates,view,1149
stokke,kids.swing,view,19
stokke,sport.ski,view,14
stolicatekstila,computers.notebook,view,5
stolline,furniture.kitchen.chair,view,5
stolplit,apparel.shoes.moccasins,view,1
stonelock,accessories.wallet,cart,1
stonelock,accessories.wallet,view,89
stor,sport.trainer,cart,1
stor,sport.trainer,view,348
storm,electronics.clocks,view,32
storm,kids.toys,cart,2
storm,kids.toys,view,148
stretch,apparel.shoes,cart,2
stretch,apparel.shoes,view,56
strikemaster,apparel.shoes,view,147
strobbs,apparel.shoes,view,45
strobbs,apparel.shoes.keds,cart,7
strobbs,apparel.shoes.keds,view,90
strobbs,appliances.kitchen.meat_grinder,view,1
strobbs,construction.tools.drill,cart,240
strobbs,construction.tools.drill,purchase,70
strobbs,construction.tools.drill,view,8850
strobbs,construction.tools.welding,view,1
strobbs,furniture.bedroom.blanket,view,7
strobbs,kids.toys,cart,35
strobbs,kids.toys,purchase,9
strobbs,kids.toys,view,1777
strong,furniture.living_room.cabinet,cart,28
strong,furniture.living_room.cabinet,purchase,11
strong,furniture.living_room.cabinet,view,800
strunal,stationery.cartrige,view,17
stryj,furniture.kitchen.chair,view,2
studio,apparel.shirt,view,19
studio,appliances.personal.massager,cart,16
studio,appliances.personal.massager,purchase,6
studio,appliances.personal.massager,view,234
stuntcar,kids.toys,view,8
suave,apparel.shoes,cart,6
suave,apparel.shoes,purchase,2
suave,apparel.shoes,view,239
suave,apparel.shoes.keds,cart,11
suave,apparel.shoes.keds,purchase,6
suave,apparel.shoes.keds,view,929
suave,computers.peripherals.mouse,cart,2
suave,computers.peripherals.mouse,view,527
subea,apparel.costume,view,19
subini,accessories.wallet,cart,14
subini,accessories.wallet,purchase,3
subini,accessories.wallet,view,1450
subini,apparel.shoes.ballet_shoes,view,27
subini,auto.accessories.videoregister,view,4
success,kids.swing,cart,15
success,kids.swing,purchase,4
success,kids.swing,view,634
sude,sport.bicycle,view,23
sulhwasoo,furniture.living_room.sofa,view,16
sultan,accessories.bag,cart,2
sultan,accessories.bag,view,33
sulu,sport.tennis,cart,29
sulu,sport.tennis,purchase,4
sulu,sport.tennis,view,1790
sumdex,accessories.bag,view,72
sumdex,apparel.costume,view,2
sumdex,furniture.living_room.cabinet,cart,4
sumdex,furniture.living_room.cabinet,purchase,1
sumdex,furniture.living_room.cabinet,view,325
sumdex,sport.ski,cart,233
sumdex,sport.ski,purchase,105
sumdex,sport.ski,view,4271
sun,apparel.shoes,cart,247
sun,apparel.shoes,purchase,53
sun,apparel.shoes,view,4198
sunbody,appliances.kitchen.mixer,view,37
suncolor,appliances.kitchen.mixer,cart,339
suncolor,appliances.kitchen.mixer,purchase,64
suncolor,appliances.kitchen.mixer,view,7424
sunday,appliances.kitchen.toster,cart,55
sunday,appliances.kitchen.toster,purchase,11
sunday,appliances.kitchen.toster,view,2344
sunday,sport.bicycle,view,8
sunmi,apparel.shoes,cart,7
sunmi,apparel.shoes,purchase,1
sunmi,apparel.shoes,view,403
sunsuki,apparel.costume,view,3
sunsystem,electronics.clocks,cart,6
sunsystem,electronics.clocks,purchase,2
sunsystem,electronics.clocks,view,397
sunuv,apparel.shoes,cart,33
sunuv,apparel.shoes,purchase,9
sunuv,apparel.shoes,view,684
superfine,stationery.cartrige,view,3
superlux,auto.accessories.radar,view,3
superlux,sport.bicycle,view,23
supermicro,computers.peripherals.mouse,view,103
surveon,computers.desktop,cart,4
surveon,computers.desktop,purchase,1
surveon,computers.desktop,view,551
suunto,computers.ebooks,view,15
suunto,electronics.clocks,cart,17
suunto,electronics.clocks,purchase,4
suunto,electronics.clocks,view,2443
suzuki,apparel.trousers,view,1
suzuki,electronics.audio.acoustic,view,6
sv,accessories.umbrella,cart,11
sv,accessories.umbrella,purchase,5
sv,accessories.umbrella,view,1926
sv,apparel.shoes.moccasins,cart,60
sv,apparel.shoes.moccasins,purchase,20
sv,apparel.shoes.moccasins,view,2832
sv,apparel.shorts,cart,73
sv,apparel.shorts,purchase,24
sv,apparel.shorts,view,10446
sv,apparel.tshirt,view,2
sv,apparel.underwear,cart,30
sv,apparel.underwear,purchase,13
sv,apparel.underwear,view,5765
sv,appliances.kitchen.refrigerators,cart,46
sv,appliances.kitchen.refrigerators,purchase,17
sv,appliances.kitchen.refrigerators,view,3790
sv,appliances.personal.massager,cart,116
sv,appliances.personal.massager,purchase,36
sv,appliances.personal.massager,view,15003
sv,computers.desktop,cart,147
sv,computers.desktop,purchase,35
sv,computers.desktop,view,9701
sv,electronics.video.projector,cart,73
sv,electronics.video.projector,purchase,26
sv,electronics.video.projector,view,7672
sv,furniture.bedroom.bed,cart,462
sv,furniture.bedroom.bed,purchase,146
sv,furniture.bedroom.bed,view,34724
sv,furniture.kitchen.chair,cart,99
sv,furniture.kitchen.chair,purchase,15
sv,furniture.kitchen.chair,view,2673
sv,furniture.living_room.cabinet,cart,5
sv,furniture.living_room.cabinet,view,183
sv,kids.toys,cart,27
sv,kids.toys,purchase,9
sv,kids.toys,view,774
sv,sport.snowboard,cart,15
sv,sport.snowboard,purchase,2
sv,sport.snowboard,view,3123
svar,appliances.kitchen.hob,view,58
svar,appliances.kitchen.oven,view,44
svc,computers.ebooks,view,1
svc,furniture.kitchen.chair,cart,55
svc,furniture.kitchen.chair,purchase,16
svc,furniture.kitchen.chair,view,1214
sven,apparel.costume,cart,44
sven,apparel.costume,purchase,12
sven,apparel.costume,view,1263
sven,apparel.scarf,cart,268
sven,apparel.scarf,purchase,73
sven,apparel.scarf,view,6557
sven,apparel.shorts,cart,310
sven,apparel.shorts,purchase,58
sven,apparel.shorts,view,9440
sven,appliances.kitchen.kettle,cart,2198
sven,appliances.kitchen.kettle,purchase,718
sven,appliances.kitchen.kettle,view,35375
sven,auto.accessories.radar,cart,202
sven,auto.accessories.radar,purchase,49
sven,auto.accessories.radar,view,2291
sven,computers.components.power_supply,cart,1981
sven,computers.components.power_supply,purchase,534
sven,computers.components.power_supply,view,36629
sven,computers.desktop,view,20
sven,computers.peripherals.keyboard,view,2
sven,computers.peripherals.mouse,view,1
sven,country_yard.cultivator,cart,36
sven,country_yard.cultivator,purchase,7
sven,country_yard.cultivator,view,469
sven,electronics.audio.headphone,view,1
sven,electronics.audio.microphone,view,1
sven,electronics.camera.video,view,1
sven,furniture.kitchen.table,cart,501
sven,furniture.kitchen.table,purchase,135
sven,furniture.kitchen.table,view,5447
sven,sport.bicycle,cart,4090
sven,sport.bicycle,purchase,1041
sven,sport.bicycle,view,54661
svoboda,accessories.bag,cart,4
svoboda,accessories.bag,purchase,2
svoboda,accessories.bag,view,47
svoboda,construction.tools.saw,view,20
svoboda,furniture.living_room.sofa,view,1
svoboda,kids.fmcg.diapers,cart,7
svoboda,kids.fmcg.diapers,purchase,1
svoboda,kids.fmcg.diapers,view,38
svr,accessories.bag,cart,24
svr,accessories.bag,purchase,1
svr,accessories.bag,view,226
svr,apparel.shirt,cart,2
svr,apparel.shirt,view,101
svr,construction.tools.pump,cart,1
svr,construction.tools.pump,view,289
swarovski,kids.swing,view,68
swat,accessories.wallet,cart,199
swat,accessories.wallet,purchase,69
swat,accessories.wallet,view,5247
swat,apparel.tshirt,cart,41
swat,apparel.tshirt,purchase,7
swat,apparel.tshirt,view,785
swat,auto.accessories.alarm,cart,31
swat,auto.accessories.alarm,purchase,4
swat,auto.accessories.alarm,view,2140
swat,auto.accessories.player,view,56
swat,auto.accessories.videoregister,view,14
swat,construction.tools.drill,cart,109
swat,construction.tools.drill,purchase,44
swat,construction.tools.drill,view,4432
swat,electronics.audio.subwoofer,cart,145
swat,electronics.audio.subwoofer,purchase,41
swat,electronics.audio.subwoofer,view,5201
swat,electronics.video.tv,cart,791
swat,electronics.video.tv,purchase,212
swat,electronics.video.tv,view,40166
swatch,electronics.clocks,cart,118
swatch,electronics.clocks,purchase,42
swatch,electronics.clocks,view,8022
swb,stationery.cartrige,view,1
sweety,accessories.bag,cart,199
sweety,accessories.bag,purchase,74
sweety,accessories.bag,view,1687
swissgear,construction.tools.pump,cart,4
swissgear,construction.tools.pump,purchase,3
swissgear,construction.tools.pump,view,412
swissgear,country_yard.furniture.hammok,cart,48
swissgear,country_yard.furniture.hammok,purchase,1
swissgear,country_yard.furniture.hammok,view,281
swissline,appliances.environment.air_heater,cart,12
swissline,appliances.environment.air_heater,purchase,4
swissline,appliances.environment.air_heater,view,204
swissline,appliances.personal.massager,cart,16
swissline,appliances.personal.massager,purchase,4
swissline,appliances.personal.massager,view,683
switel,furniture.kitchen.table,cart,2
switel,furniture.kitchen.table,purchase,1
switel,furniture.kitchen.table,view,256
sx,furniture.living_room.chair,cart,4
sx,furniture.living_room.chair,purchase,1
sx,furniture.living_room.chair,view,36
sylvania,sport.trainer,view,121
syma,accessories.umbrella,view,12
syma,construction.tools.drill,cart,319
syma,construction.tools.drill,purchase,73
syma,construction.tools.drill,view,21590
syma,kids.toys,cart,84
syma,kids.toys,purchase,16
syma,kids.toys,view,1487
syncwire,country_yard.cultivator,view,30
syneo,accessories.bag,cart,2
syneo,accessories.bag,purchase,1
syneo,accessories.bag,view,103
synology,appliances.personal.massager,cart,8
synology,appliances.personal.massager,purchase,5
synology,appliances.personal.massager,view,940
synology,furniture.kitchen.chair,view,3
syntrax,computers.desktop,cart,2
syntrax,computers.desktop,view,138
syoss,apparel.shirt,cart,19
syoss,apparel.shirt,purchase,1
syoss,apparel.shirt,view,251
syoss,apparel.shoes,cart,7
syoss,apparel.shoes,purchase,1
syoss,apparel.shoes,view,37
t-charge,kids.swing,view,2
t-max,apparel.tshirt,cart,1
t-max,apparel.tshirt,purchase,1
t-max,apparel.tshirt,view,130
t-max,auto.accessories.winch,view,3
t-max,computers.ebooks,cart,10
t-max,computers.ebooks,purchase,2
t-max,computers.ebooks,view,801
t-max,sport.diving,cart,15
t-max,sport.diving,purchase,5
t-max,sport.diving,view,2455
t-rex,appliances.kitchen.toster,view,7
t-rex,furniture.bedroom.bed,cart,21
t-rex,furniture.bedroom.bed,purchase,6
t-rex,furniture.bedroom.bed,view,481
tac,sport.ski,view,3
tactic,furniture.kitchen.chair,cart,43
tactic,furniture.kitchen.chair,purchase,7
tactic,furniture.kitchen.chair,view,1028
tactic,kids.toys,view,10
tacx,apparel.trousers,cart,139
tacx,apparel.trousers,purchase,30
tacx,apparel.trousers,view,7405
tagheuer,electronics.clocks,view,2
tailg,sport.bicycle,view,80
taitong,computers.desktop,cart,1
taitong,computers.desktop,view,6
takamine,electronics.audio.acoustic,cart,1
takamine,electronics.audio.acoustic,view,727
takeit,construction.tools.welding,cart,7
takeit,construction.tools.welding,purchase,1
takeit,construction.tools.welding,view,184
takeit,furniture.kitchen.chair,cart,4
takeit,furniture.kitchen.chair,purchase,1
takeit,furniture.kitchen.chair,view,69
tako,kids.carriage,view,3
tako,kids.skates,cart,6
tako,kids.skates,purchase,2
tako,kids.skates,view,210
takstar,auto.accessories.radar,view,10
talaris,furniture.living_room.sofa,view,34
taller,accessories.bag,view,165
taller,apparel.shoes,cart,9
taller,apparel.shoes,purchase,1
taller,apparel.shoes,view,198
taller,apparel.shoes.keds,cart,49
taller,apparel.shoes.keds,purchase,10
taller,apparel.shoes.keds,view,1115
taller,appliances.kitchen.kettle,view,1
taller,construction.tools.generator,view,2
tamaris,apparel.shoes,cart,40
tamaris,apparel.shoes,purchase,15
tamaris,apparel.shoes,view,1898
tamaris,apparel.shoes.espadrilles,view,1
tamaris,apparel.shoes.keds,view,16
tamaris,apparel.shoes.moccasins,view,1
tamaris,computers.desktop,cart,15
tamaris,computers.desktop,purchase,2
tamaris,computers.desktop,view,364
tamaris,computers.peripherals.mouse,cart,15
tamaris,computers.peripherals.mouse,purchase,2
tamaris,computers.peripherals.mouse,view,840
tamaris,kids.toys,cart,4
tamaris,kids.toys,purchase,2
tamaris,kids.toys,view,591
tamina,accessories.bag,cart,1
tamina,accessories.bag,view,576
tamina,apparel.jeans,cart,18
tamina,apparel.jeans,purchase,5
tamina,apparel.jeans,view,3571
tamina,apparel.shirt,cart,16
tamina,apparel.shirt,purchase,4
tamina,apparel.shirt,view,6888
tamina,apparel.shoes,view,2
tamina,apparel.skirt,cart,12
tamina,apparel.skirt,purchase,1
tamina,apparel.skirt,view,4481
tamina,apparel.trousers,cart,4
tamina,apparel.trousers,purchase,1
tamina,apparel.trousers,view,1515
tamina,computers.components.motherboard,cart,14
tamina,computers.components.motherboard,purchase,5
tamina,computers.components.motherboard,view,6349
tamina,construction.tools.generator,cart,4
tamina,construction.tools.generator,purchase,2
tamina,construction.tools.generator,view,2581
tamina,country_yard.lawn_mower,cart,1
tamina,country_yard.lawn_mower,view,882
tamina,furniture.kitchen.table,cart,14
tamina,furniture.kitchen.table,purchase,7
